x;y;f(x,y)
1.661785363718022435e+00;4.718672710709852502e-01;9.888809963477827036e-01
2.034532559520476624e-01;-1.841453637890502648e+00;9.613229297936644047e-01
-1.607101732958689855e+00;-6.646484248805237804e-01;9.879040838601329533e-01
-1.330596651896013505e+00;-1.590816727787741858e+00;8.778805952222986653e-01
-1.622665155797814229e+00;1.022606986675321572e+00;9.412380243419619097e-01
-1.187754947863202126e-01;-1.425213818792923526e+00;1.000690589127921193e+00
1.263528527804926860e-01;-2.344046600658700186e-02;1.331785438465655225e-01
5.916314054245250809e-01;1.624756687141360789e+00;9.887080504052425667e-01
-2.122321261246531421e-01;-1.033388000115484040e+00;8.631374389627630705e-01
1.665187902569918332e+00;1.988500775990402758e-01;1.008007183013642782e+00
-6.354550477593994273e-01;1.214288100583626573e+00;9.753365070085254773e-01
-1.755103488650608945e+00;-9.892539363792551832e-01;9.021308230519601290e-01
1.490168916170817148e+00;4.117978417816154924e-01;1.005270383728882999e+00
1.099289339929289344e+00;-8.098751011592373317e-01;9.747628726106403185e-01
7.488566251130812645e-01;8.459073666933596414e-01;8.987644448227399829e-01
6.257158545317542675e-02;3.382397075078089621e-01;3.316529714337720369e-01
-1.739051070031017332e+00;8.340668950596041853e-02;9.877632570859025130e-01
-5.088336573459257828e-01;-8.772514043420462926e-01;8.537234047263183578e-01
1.438651882207944599e+00;7.635923785893705684e-02;1.000942067575482541e+00
3.401418510587577160e-01;1.883843683706603489e+00;9.372726377885941540e-01
6.763569738148871302e-01;1.896320741370850271e+00;8.991859192068478723e-01
-5.254293736608648402e-01;-4.199845224327969362e-01;6.417189940154239824e-01
-1.735854874474820342e+00;8.787821543153495618e-01;9.322402894181385236e-01
-1.766762491570177840e+00;1.762360027454688893e+00;6.069884925745905324e-01
-1.812752247921342708e+00;-9.081697124398191434e-01;9.010178150753727078e-01
-1.736960966827889585e-01;-1.332327218806736546e+00;9.809383004169519582e-01
-4.574676789645035768e-01;-2.611694650476223956e-01;5.215257024114502427e-01
1.100920000234867135e+00;7.085510315454932595e-01;9.569090343780715102e-01
-1.677433473041608725e+00;-6.026212420779919476e-01;9.814151135314186369e-01
1.265256910730878648e+00;-1.371808281212489433e+00;9.518225391827768167e-01
-1.821413558661419518e+00;-1.764955322713258834e+00;5.709017288158756420e-01
1.688326822884549827e+00;1.206496964683362982e+00;8.746726427290363315e-01
-1.040585541007046366e+00;-1.053724958467574524e-01;8.526768821714345581e-01
1.722097202399961446e+00;-2.138750428002711423e-01;9.941662788920950788e-01
-6.531160924802086321e-01;-5.200044192575155044e-01;7.523544287597268010e-01
1.540561871410701666e+00;8.102790215889821290e-01;9.827325186618639519e-01
-1.087461042221165464e+00;9.717389679535073377e-01;9.819481729901576861e-01
-8.895492285075721206e-01;1.233743869224082079e+00;9.920874627425366743e-01
-1.903898366527379871e+00;1.263465832696666347e+00;7.554651015895832433e-01
-7.916324987638163613e-01;1.837676741091633037e+00;9.085790456341088506e-01
-1.140890083692626344e+00;-6.204157953258686575e-01;9.599093962874608588e-01
-1.080270004376257642e+00;3.667096167459740208e-01;9.084731825125403892e-01
-1.546021451566406135e+00;8.835351741817136784e-01;9.813311970957333541e-01
1.252665466243356285e+00;1.367352994400095501e+00;9.576360839126019098e-01
-1.240453470861555552e-01;1.684905660739026700e+00;1.008499132591169634e+00
-8.655932593088828675e-01;5.018604268201856122e-01;8.420602937929321241e-01
-1.180483846922870228e+00;-1.072497848277090160e+00;9.906449046671729208e-01
1.371910684398528701e+00;1.176538196106350131e+00;9.685048433415447411e-01
1.500692293282068324e+00;-7.399188600396326976e-01;9.928779502992294281e-01
-1.337243105880059346e-01;-7.773397105119324024e-01;6.925053752866802137e-01
-1.328555357172267470e+00;-8.761183274031303370e-03;9.749289002184724495e-01
-1.659068911703707183e+00;1.786763470477071625e+00;6.507304212537867727e-01
-2.469545790147784636e-01;1.923969161197157440e+00;9.194975446347415371e-01
1.085633976920159505e-01;9.718431049817617406e-01;8.110856486545015009e-01
-5.909490939453321268e-01;-1.453148424962122487e+00;1.004004903167351248e+00
9.640315593574699804e-01;1.639713131247342304e+00;9.469726093986909898e-01
-1.304539279788528017e+00;-9.639834583904072218e-02;9.673614176067898418e-01
1.303413411109221709e+00;-2.329425121890591477e-01;9.713514457746468267e-01
-2.856028697177270814e-01;-4.377459451032765791e-01;5.199615019688700324e-01
-1.049372523471983065e+00;-1.674253584917459126e+00;9.249859500457263684e-01
2.525205698879937621e-01;1.071650792520639328e+00;8.870591646717026491e-01
-1.937295927240190174e-01;-9.731873840490936622e-01;8.294463802598610602e-01
1.789052598431914110e+00;3.056369563123695343e-01;9.793373706659613820e-01
-1.272409306234322024e+00;-5.825576881426242082e-01;9.848257778348957769e-01
1.605007168208461010e-02;-1.301962503659580772e+00;9.693446644872208973e-01
1.255646109073333960e-01;-1.559993485609091568e+00;1.015782786211894662e+00
1.531498394986574141e+00;-1.233962202429846222e+00;9.198988870243688387e-01
-4.723625800258877128e-01;-3.964047328323112573e-01;6.008738737271709374e-01
7.011369418720274638e-01;8.561836773822948388e-01;8.959638084186150042e-01
-6.308960711175788383e-01;1.267948666722531037e+00;9.881614811830082834e-01
-7.696947681679673359e-01;-1.734096454896705275e-01;7.018541337038711747e-01
-8.188349249898863036e-01;-2.390732476349683999e-01;7.489295187624279704e-01
2.693688202951918242e-01;1.823759674844665835e+00;9.651445599253157814e-01
1.660981123780547630e+00;9.514149363107016200e-02;1.007469683278880757e+00
2.347832493960608780e-01;-1.784774869460008517e+00;9.799864867441701044e-01
1.316364179478151097e+00;2.681427337714348269e-02;9.704851562946443799e-01
-9.518168136784108668e-01;-1.834787246636708336e+00;8.756732968694939112e-01
6.098716425304941957e-01;-1.322013169153820389e+00;9.924646380057312589e-01
1.390054778134530711e+00;-1.206673280736643150e+00;9.595984170012838987e-01
8.005055562757816823e-01;1.827658977957365760e+00;9.132785673054202302e-01
-7.990534154265449551e-01;1.052125609898957315e-01;6.945131134203177403e-01
-2.028679966501898413e-01;5.237324562197356315e-01;5.364853556167547000e-01
-6.965833497257905016e-01;-1.479680513334876935e+00;9.996819405185164431e-01
5.858377543085540040e-01;-1.584258955869994434e+00;9.958121541372207952e-01
-5.664899987468556830e-01;-1.854732573594636058e+00;9.270132956815572145e-01
1.550732129674951665e+00;-6.396765817566398837e-01;9.967178336359667767e-01
-1.590936720031286278e+00;1.178400220401474296e+00;9.179523217707693528e-01
6.008858960183331988e-01;3.225306144553563570e-02;5.389605877832566172e-01
-1.519809076806591719e+00;1.306710149755067274e+00;9.092803386271833821e-01
7.603282123141559268e-01;9.419900804744196776e-01;9.325287915465668709e-01
1.326812675318376655e+00;1.745346329246258321e+00;8.214099520070967664e-01
-1.963359458249973599e-01;-1.637170200492704897e+00;1.015416969934206382e+00
-4.486314349228823772e-01;-1.538952046118978956e+00;1.006566481555780435e+00
1.847695213170935435e+00;1.349143629257554711e+00;7.597258094840435572e-01
9.254615190722148554e-02;7.473257969434046188e-01;6.633993417446210072e-01
3.678310011276821889e-01;-1.634886443525406463e+00;1.002710684119073159e+00
3.788814222963421408e-01;-9.015682561694799979e-01;8.308639101688866102e-01
8.978201318215544013e-01;-1.848165065853521138e+00;8.846854913277250043e-01
4.630499601542363841e-01;1.886616789686426543e+00;9.272774328558419654e-01
1.901009499832228222e+00;-6.349093395581695276e-01;9.025353072843702584e-01
-8.950488181113422925e-01;1.111297224069976330e+00;9.799880613800324713e-01
1.443801773087451057e+00;1.030426146351859362e+00;9.757508549711126911e-01
1.426599541324066411e+00;-8.825996335760986078e-01;9.885305152816140639e-01
1.326565538232828967e+00;-9.351993484527367784e-01;9.919967440178139029e-01
1.698783647389221496e+00;-1.244062966257186709e-01;1.000431473352723311e+00
-1.211482246055320733e+00;7.817722617920654926e-01;9.914821746063295915e-01
-1.338991299669633150e+00;-1.740874951522082270e+00;8.153711688602459651e-01
1.916377606720236493e+00;-1.833837142484084914e-01;9.255361785446789558e-01
5.957251729613064484e-01;-1.127452823300915785e+00;9.548795636095416262e-01
-1.907622772140340484e+00;-1.474934146555379133e+00;6.676735857746082248e-01
1.234074339961052758e+00;-1.077828194740725998e+00;9.904477416650809829e-01
-1.345844434558437719e+00;-5.989078816912130065e-03;9.807206324103286965e-01
-1.674918115409852692e+00;-8.443387069259129518e-01;9.555886916127608322e-01
-1.399208550328615797e+00;-1.714613826275175779e+00;8.039933005677517563e-01
1.407895180281618419e+00;3.953864938153661690e-01;9.961773148523457300e-01
9.524493848531703222e-01;1.524364949493128840e-01;8.028989021171006879e-01
-5.898510534825840423e-02;-1.994743628709111150e+00;8.864780030533856436e-01
3.152368800497216128e-01;1.572769265224221336e+00;1.007944916090325549e+00
-5.385478855106784479e-01;1.149989309024780582e+00;9.559995098309355122e-01
1.867870336319496616e+00;1.271002805936519042e+00;7.725094860160798271e-01
-6.063819310167910537e-01;-1.498238514036378088e+00;1.002903216222054361e+00
1.107272030204116575e+00;-9.019001018594812180e-01;9.809787689066409300e-01
-1.462850413342295486e+00;6.729367908952346156e-01;1.001701451873023174e+00
5.932655023866626465e-01;-7.866702946668522323e-01;8.390916944814035272e-01
1.866820645966830838e+00;1.370925298308192097e+00;7.363342967781342230e-01
-1.438249331463409497e+00;-1.963801406021802087e+00;6.496626437816915844e-01
-4.132696136122997466e-01;1.275277266567063084e+00;9.761386945248279323e-01
8.680012256543498950e-01;4.634193349650637117e-01;8.323325052099339594e-01
7.497654610938830899e-01;-4.524345350581842062e-01;7.759239318262409757e-01
-6.194254786240676047e-01;-1.295421054458617771e+00;9.920118172341594320e-01
1.311278298102523721e+00;5.875351853913945988e-01;9.932522007137425391e-01
6.478648431614271175e-01;-1.476007447709179132e+00;9.993727864821391194e-01
6.253526175740060644e-01;1.799359861410091188e+00;9.426263314498646295e-01
1.226784372811131618e-01;1.534010543843824959e+00;1.014924998140122936e+00
6.288017849823512861e-01;-2.063226106384781211e-01;6.128285582722774461e-01
1.174316843025949186e+00;-6.259420644699726921e-01;9.683211369395003931e-01
1.293395922428399292e+00;-8.675101482137357323e-01;9.967951738638116677e-01
-3.393823333690200172e-01;1.698090065765145429e+00;9.953880306408655620e-01
-1.351761091007929405e+00;8.919885984287723169e-01;9.946432661676035680e-01
1.892871518653728824e+00;2.594980962953603587e-01;9.417360213519799794e-01
1.665316000808332308e+00;-5.913054891385693956e-01;9.847518519660151126e-01
-1.352470506162025465e+00;1.951695218512240260e+00;6.960614486746853347e-01
1.302225510979958312e+00;1.229741843872311780e+00;9.704915954747369566e-01
-3.659908415597818987e-01;-1.879279511357893728e+00;9.372301378855244502e-01
8.474907854733473300e-01;1.576568609524734654e+00;9.802419030165969716e-01
-1.601773661994309705e+00;-1.206423986163702722e-01;1.016093462345153631e+00
3.346172703588421449e-01;2.965926719458686911e-01;4.574257056958498935e-01
-1.409993578000929837e+00;3.148530884514717521e-01;9.922222776995225368e-01
-5.784668169041395913e-01;-1.690170905924867295e+00;9.805081651036831047e-01
1.854245844472752758e-01;1.490927222449148992e+00;1.011350129976333667e+00
-1.332567614959935920e+00;1.559769907487866814e+00;8.900156381607727818e-01
-1.408317844378200068e+00;-7.254159663174966077e-01;9.983589519782504196e-01
1.320009402865028214e+00;-2.170208170445451223e-01;9.759999289931542421e-01
1.951418221994037250e+00;1.433580795316915957e+00;6.614287880864950786e-01
1.767784751079017003e+00;-2.223888683892334406e-01;9.851001759797847201e-01
-1.181361090739356356e+00;6.214120960701423613e-01;9.697059954719969843e-01
-1.235113203054626130e+00;-7.706789196751593352e-01;9.865032327963348946e-01
6.207446484732384029e-01;-1.025894538815754764e+00;9.295048638004917985e-01
-1.479772791202427662e+00;-1.512160736029832808e+00;8.559606727993431807e-01
-1.577270813560455842e+00;1.774639186582645412e+00;7.082396078983947962e-01
8.109605382745450619e-01;1.350955055112410985e+00;9.984091325414499174e-01
-1.605704470330739042e+00;1.272151917934869925e+00;8.871966953434431424e-01
-1.244664997092239211e+00;-1.539398822868718320e+00;9.198294292474497036e-01
1.333167428909002084e+00;1.386178710026659822e-01;9.746475388003749130e-01
-5.536997198166724310e-01;-1.881703380110756552e+00;9.176741331291392578e-01
2.251618593112794109e-01;1.573744601670242993e+00;1.017112067869344383e+00
1.516052280605074465e+00;-1.912181572280577946e-01;1.009175112936621321e+00
1.285023567715608106e+00;-7.508445999833202045e-01;9.920949891041879187e-01
-1.504937215187078348e+00;7.022146898117487268e-02;1.016618165871427060e+00
1.537801907372824406e+00;1.881476850448808413e+00;6.566204640895965117e-01
9.866656080129141415e-01;-4.573699097362902144e-01;8.844900684520828893e-01
1.527107819960878743e+00;-2.839836415665528691e-01;1.007153653481219324e+00
-1.680434051777782933e+00;1.524052182067264116e+00;7.736117412598387810e-01
1.599391254533131246e+00;1.850574804327914435e+00;6.447444905661902093e-01
-1.206180861459169584e-01;-5.504037905141392351e-01;5.227137905400808249e-01
1.422073819322710708e+00;-1.673634034477187171e+00;8.135469798317626067e-01
5.833220292719545341e-01;1.254995947340228568e+00;9.799779611575187843e-01
-1.995394117852107740e+00;1.610210915552986677e+00;5.419841339347609699e-01
-5.932209572523960972e-02;-1.921408952280566407e+00;9.286028191690944844e-01
3.465142622259791416e-01;-9.985627167345838551e-01;8.709182831343289521e-01
-1.969394834944994344e+00;-9.961255430830044943e-01;8.061619060663051117e-01
-7.699981186365478791e-02;1.321888700968579577e+00;9.733749697037811233e-01
6.912323302609788556e-01;-5.319403613951343424e-01;7.787312907201201506e-01
-1.935854226108864040e-01;7.530824897969523590e-02;2.234369021986671588e-01
8.689130258170307819e-01;-1.429836116271421265e+00;9.925481486177192281e-01
1.695617258408173900e+00;1.757003119741491037e+00;6.469504865467589072e-01
-1.603239777067274829e+00;-1.625338206153181808e-01;1.011829159170226200e+00
1.771161542662786914e-01;1.294521742587613211e+00;9.705632352043682687e-01
-6.527871769028541493e-01;-1.231201415805180943e-01;6.002833108341639745e-01
1.692940854124476147e+00;-1.321314188938300216e+00;8.426996444676418951e-01
-1.660568083895734404e+00;1.543046687439965314e+00;7.703148224671515498e-01
1.071681090174255058e+00;-2.268040310245544866e-01;8.836582828070744799e-01
5.103136674853310240e-01;8.693729344842098250e-01;8.481517678718837328e-01
1.344953062176132530e+00;-1.786650611190400362e+00;7.923889544785884809e-01
-3.172485351063207837e-01;-1.567997046441589326e+00;1.011194892172539328e+00
1.290999565178898134e+00;1.219787596289531706e+00;9.742178165035778603e-01
-1.480484005401427439e+00;9.493684915875477692e-01;9.809976804489419777e-01
6.905251864648320748e-02;6.582792076634826905e-01;5.824164967113160118e-01
9.453430520142118709e-01;-1.804627411724203156e+00;8.954820671152405875e-01
1.256898369604197985e+00;9.064904346181013040e-01;9.930584282763250670e-01
-6.721729198346095835e-01;-1.986345396021687915e+00;8.478781832878192759e-01
8.525895853771547905e-01;-8.563178649542351195e-01;9.363859770354097112e-01
1.180715467917652806e+00;-7.857377317093652280e-01;9.848954930130202623e-01
-1.119968763482307672e+00;-4.073919432385775252e-02;8.895837632101738501e-01
1.333710428662703062e+00;-9.297543614101799747e-01;9.942951695575658055e-01
-2.991043238538004800e-01;1.842381354404337479e+00;9.540731034763528795e-01
2.871288372848868065e-01;-5.709931438540052362e-01;6.036458644615851910e-01
1.003118797693951514e-01;1.805414835125005446e+00;9.807737763713858525e-01
-2.520787609062491441e-03;-6.855897771667232021e-01;5.878815757835235134e-01
-2.476416584946377064e-01;9.410567244105432216e-01;8.156524995664461430e-01
6.054208436339258981e-02;9.487897808490965978e-01;7.906089139679345346e-01
-1.326959898766529200e+00;-5.024884617763034633e-01;9.882971292753591763e-01
1.262990951548272456e+00;6.799233798767065906e-01;9.853715351124771038e-01
-3.421525931697098066e-01;-1.248304989668855836e+00;9.650961091477778808e-01
1.569014498983260175e+00;-1.809604677833512643e+00;6.794829975169267566e-01
4.969844388858004613e-01;-1.446746258489185699e+00;1.004425187590865409e+00
-1.318539865989533766e+00;-4.086126635728386525e-01;9.843026757456386777e-01
6.154192349265348305e-01;1.621356168077537241e+00;9.888909350166729118e-01
4.620006234904510123e-01;1.898727895711211033e+00;9.241312186349186497e-01
5.874651952382934361e-01;9.351623777229760570e-01;8.951056992772126186e-01
-1.180204722275185247e+00;-5.837778750249928983e-01;9.694917947659966728e-01
-1.701009684705530489e+00;-1.767019730357602736e+00;6.366465271970900286e-01
-1.596678526944846244e+00;8.557205552848046182e-01;9.684677271111439278e-01
2.553284720507500438e-01;-1.841852651668159702e+00;9.582017754292805334e-01
1.744595263175915179e+00;-1.758244310672222532e+00;6.194625848740873408e-01
1.974945438109314999e+00;-1.127840687080878812e+00;7.616513492837474475e-01
9.364690324539628463e-01;4.395657153280696505e-01;8.615928074039745921e-01
-6.360794866701406924e-01;1.198921682992156956e+00;9.786167490359836130e-01
1.684909546761265808e+00;-1.772747697457131011e+00;6.455128781862187193e-01
-1.637118554991459529e+00;5.137793594128590158e-01;9.990121008254443380e-01
1.659484939175031037e+00;-9.752743362103362124e-01;9.361230434413284618e-01
-6.402249365827783478e-02;-7.253968602094627016e-01;6.342109133370419372e-01
-1.779544487331216285e+00;1.367012841235525133e+00;7.852749931873957978e-01
-1.060209941509668852e+00;-1.948939034532010339e+00;7.925440721401941779e-01
-1.282757252320572139e+00;-1.241502594527505554e+00;9.736027108399978314e-01
3.012945578650176870e-01;2.838289724988691809e-01;4.272451587112733873e-01
-1.833681859622400712e+00;1.381405564625344695e+00;7.451367089352768369e-01
-1.743953561438749134e-01;1.020299355810194264e+00;8.474575034682872987e-01
-8.916599971277210379e-01;1.072780659746310761e-01;7.704417055221048916e-01
1.855078196383377342e+00;1.448722119664662689e+00;7.135783744652669514e-01
1.875742770004187321e-01;5.168504749974309753e-01;5.300219720255879841e-01
5.107967118130392059e-01;-1.793580381302214644e+00;9.587889268340258342e-01
-1.323534527912124226e+00;8.730046678775860158e-01;9.999099567439573288e-01
-5.071517397365385982e-01;-5.017763667133525729e-01;6.718411051587982463e-01
-1.005097945651630909e+00;6.329849811270689131e-01;9.313325182744799369e-01
-1.124828197093615589e+00;2.379778517605046773e-02;8.898614702588701908e-01
1.107176517133958260e+00;9.713840111491713891e-01;9.844339253234957177e-01
5.689707575672775519e-01;1.292310257898934278e+00;9.877982563116528558e-01
8.681679461534455022e-01;-8.568714578867431264e-01;9.350836460093979730e-01
-4.290432940958153196e-01;3.813524212721119966e-02;3.894278215079598482e-01
8.000945966443344659e-01;-1.791133822212267912e+00;9.225722849617328247e-01
1.686745879733747344e+00;1.238864871385405575e+00;8.709875197528436086e-01
-1.494630266997818868e+00;-4.617292839565374507e-01;1.005807099129682580e+00
1.244196639108285929e+00;5.540197903793977474e-01;9.731686849868704803e-01
1.780017548210325096e+00;-1.762335405110747377e+00;5.929153014858791204e-01
-1.204371678963513048e+00;-5.024667798547128861e-01;9.651292317143341792e-01
1.261112674533271250e+00;2.642375298507890768e-01;9.622101263686719808e-01
1.353039543634256159e+00;-1.366273493444837950e+00;9.346562939585850716e-01
-8.820157816270679518e-01;-1.577436435835352757e+00;9.708543772249872417e-01
-6.837767975073028026e-02;3.063660687757621126e-01;3.015078008755753824e-01
1.026210257087464939e+00;-1.578638176022935991e+00;9.491305526759351574e-01
-2.609529698821861921e-01;-1.552576264612150592e+00;1.014198190975987623e+00
-1.570109594583406931e+00;8.007486805338643876e-01;9.908729370036200024e-01
1.418508542251314619e+00;1.923886203966060471e+00;6.840457327444128266e-01
-3.768552121252746190e-01;-5.460656289224790072e-01;6.353520613913915538e-01
5.504410780392494651e-01;1.912658999703909846e+00;9.068683311863793284e-01
-7.587314413685408709e-01;-1.403322947264930676e+00;9.962623707612701107e-01
1.377232028113597018e+00;4.400975957871056110e-01;9.952468720152856108e-01
-8.700235541779099968e-01;4.662280323883791766e-01;8.318832769043427167e-01
4.649384464643113724e-01;1.240525810748527746e+00;9.712868962257807937e-01
-3.106388611894059792e-01;-1.288466429166563731e+00;9.722164869447109670e-01
1.827608593415852578e+00;1.041086373186257408e+00;8.660473314010282975e-01
-1.816750134004175621e+00;-1.643341549702082904e+00;6.412192409936565696e-01
-3.408467585337402461e-01;6.423180913413286675e-01;6.700071189496700219e-01
-1.761523307107727643e+00;9.735502934703195166e-01;9.020395181815308305e-01
2.262636573772462967e-01;1.511506654784684489e+00;1.008784176409999178e+00
-1.361774041646556466e+00;8.962856917015815661e-01;1.001406366822307881e+00
-3.426184524417896782e-01;1.278642163257059927e-01;3.648966198217575285e-01
-1.949667412251230303e-01;1.681237967387065879e-01;2.839817094847208456e-01
-1.217307478836901602e+00;6.964201519681534336e-02;9.303766743638146597e-01
1.695303384889190745e-01;-1.283810872434961503e+00;9.649656386693820087e-01
-1.050203474207523247e+00;-9.445478977873396076e-01;9.789666473257108148e-01
3.510319449352667931e-01;-1.652748506480469448e+00;1.002768424956243631e+00
-5.941405203304492844e-01;-5.081557452200091696e-01;7.201687571675446931e-01
2.049678457693504541e-02;1.028463181974652585e+00;8.373230719982969195e-01
-1.926129909501929305e+00;1.282427850697720917e+00;7.389075931138863185e-01
-1.940745747745387106e+00;-8.349010443550941574e-01;8.520444166699010502e-01
7.222759319548801571e-01;-9.355564517100205535e-01;9.237765854918453812e-01
-6.995856719795456868e-02;-2.287518797308032426e-01;2.434156110586029320e-01
-1.980689239377048771e+00;3.520705412992923833e-01;8.788333454532177846e-01
8.986083724842646170e-01;1.012865837924949997e+00;9.664756007341078758e-01
-1.559043412032782516e+00;-1.177725027975751182e+00;9.241550972079898285e-01
-1.767958670004677213e+00;-9.801684715068441633e-01;9.009482218679821797e-01
-3.285722209971364549e-01;1.421489762178977045e+00;9.993207776949993848e-01
2.469163123178850228e-01;-1.634210160975460013e+00;1.008924773282382725e+00
-6.446874733333740615e-01;-1.945393445456577552e+00;8.790828559353636162e-01
1.828475386234234890e+00;-9.469072807100418210e-01;8.847973569246859737e-01
3.456655665694299273e-01;1.859025476815253874e+00;9.497302392050894770e-01
7.186773655176508235e-01;9.708279671764579177e-01;9.307945632052549989e-01
5.136300817612395875e-01;2.024772939918455528e-01;5.323137239284705391e-01
1.955824916829492999e+00;-2.232011818597317010e-01;9.083191586057343114e-01
-6.633716525419779408e-01;-4.451225178129680771e-01;7.290955026431366059e-01
7.591709475246251060e-01;8.524713415089024693e-02;6.687788174426598786e-01
1.407163870862124355e+00;1.975096841163555439e+00;6.565903738667017153e-01
-5.384808722349951893e-01;-1.973642767651529351e+00;8.770608454745633109e-01
7.707267649724371950e-01;1.030160751181912193e+00;9.555414576719744035e-01
-2.426553515969640529e-01;-1.684883073363333761e+00;1.001104903032965954e+00
1.948026459298373148e+00;1.605816739223245193e+00;5.804681587738121928e-01
-1.383974443886200500e+00;-1.681443391431082457e+00;8.228591072898835401e-01
1.544206179359936648e+00;-1.340746090180650274e+00;8.917876004559540659e-01
-1.833885042895567530e+00;4.818682246494780941e-01;9.474810042631807150e-01
2.773901545140180502e-01;1.615843716194471202e+00;1.010384710582113543e+00
4.478491682269276630e-01;6.760602183494985873e-01;7.303221103529851099e-01
9.592313793078601769e-01;-1.001475986191473044e+00;9.778705337601385494e-01
-1.333701139514241518e+00;3.387104825150863974e-01;9.883717253088870613e-01
1.581390852191812968e-01;-1.031662980972507082e+00;8.539830670797291523e-01
9.801528401761747666e-01;3.396268156639958846e-01;8.578092404169753715e-01
-9.993893278476577713e-01;1.843418163336132398e+00;8.613199929246440067e-01
-1.070842791314929876e+00;1.199958799117763597e+00;9.957624996789137262e-01
9.712884120073659311e-01;1.379509702477680122e+00;9.868234360476767497e-01
8.952531505491405639e-01;1.955429193530214604e+00;8.339618608840598801e-01
1.568395216287351790e+00;-8.536956256807033405e-01;9.763964533692414127e-01
1.422246875479569628e+00;1.227008635736392961e-02;1.002402961679112581e+00
-9.152707698876398901e-01;1.385392938964279619e+00;9.943379171104729242e-01
-5.613441351244841115e-01;6.445929977237829789e-02;5.017359292705237950e-01
-1.936832398341645778e+00;-1.973685546850705297e+00;3.539662399890476374e-01
-3.089913210744898997e-01;-1.929038140914823618e+00;9.169808696135965942e-01
-7.141728053762896877e-03;-1.610271049865742210e+00;1.021807231051493403e+00
2.944623621264574886e-01;-1.759664403396403287e+00;9.843871449394318018e-01
-1.444864451193364374e+00;1.762104584007882391e+00;7.692812573937478637e-01
2.464396314170329561e-01;7.638050285148256791e-02;2.602167467069118612e-01
1.742796013101390429e+00;9.964853341486428207e-01;9.016894581514790508e-01
1.677431153429738142e+00;8.354232730894870507e-01;9.553437057828930712e-01
-6.820560108439552849e-01;1.656299052740210165e+00;9.790526139303281639e-01
-9.798364419091702970e-01;1.514176187594165057e+00;9.707723220122013164e-01
6.001821501696764649e-01;5.898906840881887881e-01;7.586525983567049547e-01
9.958107266622189258e-01;-1.464377622217344133e+00;9.755423651479536717e-01
1.864372600468484631e+00;2.898453428523035669e-01;9.540682316958954967e-01
1.431864296644969059e-01;-8.511203793313923960e-01;7.439284586860978044e-01
1.305550774999790775e+00;-1.218897349158548415e+00;9.730061010870659777e-01
-6.234168787521898736e-02;-1.636364459617731804e+00;1.017950109305259865e+00
-8.298114925161947930e-01;9.975403529387718571e-01;9.589691264522260949e-01
1.365037954146796295e+00;-1.741264349766845854e+00;8.043567294931992517e-01
1.264604144260883523e+00;-7.565862717865856624e-02;9.526569960729583952e-01
9.952926561556467711e-01;-1.578831593300849434e+00;9.556548336314969472e-01
1.655875958186209473e+00;1.869404305453245208e+00;6.026707129552061337e-01
9.360603654908468130e-01;-3.956984399658800555e-01;8.470225477055165486e-01
9.362828042645121585e-02;-1.488067136152427139e+00;1.014860370204012208e+00
-1.381056748024300340e+00;6.969021015805658692e-01;9.969094075243636333e-01
-1.933146250699464108e+00;-1.284633623598079755e+00;7.308582732092431256e-01
-1.416249993720956279e+00;-9.753712453245984015e-01;9.850400099485344674e-01
-1.633214180614000810e+00;-1.946060311538269527e+00;5.681456723503489625e-01
4.259928983837659722e-01;1.231520259073445533e+00;9.656492727708568813e-01
3.652681144394431811e-01;-1.333085511269604062e+00;9.871721098042856024e-01
4.977257307994360502e-01;1.540717664552167854e+00;1.003111746180684660e+00
-1.512647216507411407e+00;1.516353642699245885e+00;8.408193260460055107e-01
7.045166832758678055e-01;6.336140919349690925e-01;8.213032362956813603e-01
5.628691552570539436e-01;-4.333019184752702202e-01;6.700454888052250757e-01
1.047655549844776157e+00;-8.467100175541379947e-01;9.723465756716798136e-01
-1.435511352770428406e+00;-1.968059267763007991e+00;6.478748676629589864e-01
-1.227339654394377089e+00;7.921368014072243113e-01;9.962476190475781923e-01
-5.001106457164050667e-02;-1.781366931287255539e+00;9.914982484816229347e-01
-8.621601662256486165e-01;-1.482906804617125651e-01;7.545601484836139683e-01
1.855674261206263775e+00;-1.321725465199623528e-01;9.597819385969236228e-01
1.122369535185635314e+00;1.413269433558159704e+00;9.706151617138644161e-01
5.764904305501654669e-01;-1.195688008936091506e+00;9.686771558002238436e-01
-7.617550531334811303e-01;1.403510694183724095e+00;1.000251761929951799e+00
-6.458192468631871463e-01;1.130562439932125685e-01;5.928619168674887918e-01
-1.514999109908512942e+00;4.360846279120389468e-02;1.014280579585264963e+00
-5.893699137181034331e-01;2.539954784503315466e-01;6.134816281735350207e-01
-6.800933183315462927e-01;-1.564766049767563949e+00;9.904625485675807584e-01
1.207509308773652812e+00;-4.336250251918283283e-02;9.313903655597445264e-01
1.147190208294975200e+00;-1.540552538070769639e+00;9.353039215941277851e-01
1.268684200455381106e+00;1.233066146758327264e+00;9.723849371525637997e-01
-7.049450467952804722e-01;-2.026836570557373207e-01;6.692524665550002583e-01
1.863170674208280531e+00;6.165153452582661231e-02;9.577779482572885694e-01
-3.841919233216564145e-01;-4.670633875582912431e-01;5.875488163706400480e-01
-1.191217731515528122e-01;-1.786796171542204270e-01;2.356192093269152965e-01
